City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"kansas city, mo",Service Management Group,201 to 500 Employees,Company - Private,$50 to $100 million (USD),"Kansas City, MO",1991.0,Enterprise Software & Network Solutions,"Service Management Group Data Scientist Salaries in Kansas City, MO Area",0,"$100,574 - $109,639",0,0,0,0,0,0,0,0,Low Confidence,148,21,256,40,73
"kansas city, mo",New Directions Behavioral Health,501 to 1000 Employees,Subsidiary or Business Segment,$50 to $100 million (USD),"Kansas City, MO",1995.0,Health Care Services & Hospitals,"New Directions Behavioral Health Data Scientist Salaries in Kansas City, MO Area",0,"$113,072 - $121,820",0,0,0,0,0,0,0,0,Low Confidence,96,31,136,14,51
"kansas city, mo",Government Employees Health Association,1001 to 5000 Employees,Nonprofit Organization,$2 to $5 billion (USD),"Lees Summit, MO",1937.0,Insurance Carriers,"Government Employees Health Association Data Scientist Salaries in Kansas City, MO Area",0,"$72,131 - $78,407",0,0,0,0,0,0,0,0,Low Confidence,93,0,163,16,29
"kansas city, mo",Nuvento,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Cranbury, NJ",2007.0,IT Services,"Nuvento Data Scientist Salaries in Kansas City, MO Area",0,"$86,972 - $94,014",0,0,0,0,0,0,0,0,Low Confidence,52,47,141,7,3
"kansas city, mo",Blue Cross and Blue Shield of Kansas City,501 to 1000 Employees,Nonprofit Organization,$1 to $2 billion (USD),"Kansas City, MO",1938.0,Insurance Carriers,"Blue Cross and Blue Shield of Kansas City Data Scientist Salaries in Kansas City, MO Area",0,"$100,536 - $109,330",0,0,0,0,"$15,000",0,0,0,Low Confidence,80,55,111,14,20
"kansas city, mo","Levi, Ray and Shoup",501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"Springfield, IL",1979.0,Computer Hardware & Software,"Levi, Ray and Shoup Data Scientist Salaries in Kansas City, MO Area",INTERNSHIP,"$54,384 - $59,589",0,0,0,0,0,0,0,0,Low Confidence,83,2,0,19,38
"kansas city, mo",InMobi,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Bangalore, India",2007.0,Internet,"InMobi Data Scientist Salaries in Kansas City, MO Area",0,"$121,907 - $131,990",0,0,0,0,"$6,290",0,0,0,Low Confidence,635,96,679,136,197
"los angeles, ca",Boston Consulting Group,10000+ Employees,Company - Private,$5 to $10 billion (USD),"Boston, MA",1963.0,Consulting,"Boston Consulting Group Data Scientist Salaries in Los Angeles, CA Area",0,"$138,798",$125K,$126K,$148K,$148K,"$22,409","$16,007 Avg","$16,007 Avg","$143,643",Very High Confidence,4.8k,938,9.3k,2.4k,1.0k
"los angeles, ca",Boston Consulting Group,10000+ Employees,Company - Private,$5 to $10 billion (USD),"Boston, MA",1963.0,Consulting,"Boston Consulting Group Data Scientist Salaries in Los Angeles, CA Area",0,"$138,798",$125K,$126K,$148K,$148K,"$22,409","$16,007 Avg","$16,007 Avg","$143,643",Very High Confidence,4.8k,938,9.3k,2.4k,1.0k
"los angeles, ca",Hulu,1001 to 5000 Employees,Company - Private,$1 to $2 billion (USD),"Santa Monica, CA",2007.0,TV Broadcast & Cable Networks,"Hulu Data Scientist Salaries in Los Angeles, CA Area",0,"$149,737",$119K,$131K,$170K,$182K,"$33,584","$33,584 Avg","$33,584 Avg","$160,618",Very High Confidence,677,246,1.6k,389,204
"los angeles, ca",Zest AI,51 to 200 Employees,Company - Private,$50 to $100 million (USD),"Burbank, CA",2009.0,Financial Analytics & Research,"Zest AI Data Scientist Salaries in Los Angeles, CA Area",0,"$118,111",$101K,$115K,$153K,$172K,"$3,081","$3,081 Avg","$3,081 Avg","$118,111",Very High Confidence,34,0,120,42,27
"los angeles, ca",NASA Jet Propulsion Laboratory,5001 to 10000 Employees,Nonprofit Organization,Unknown / Non-Applicable,"Pasadena, CA",1936.0,Federal Agencies,"NASA Jet Propulsion Laboratory Data Scientist Salaries in Los Angeles, CA Area",0,"$117,575",$106K,$115K,$144K,$144K,0,0,0,"$117,575",Very High Confidence,1.1k,133,1.9k,259,149
"los angeles, ca",Amgen,10000+ Employees,Company - Public (AMGN),$10+ billion (USD),"Thousand Oaks, CA",1980.0,Biotech & Pharmaceuticals,"Amgen Data Scientist Salaries in Los Angeles, CA Area",0,"$128,161",$104K,$109K,$138K,$142K,"$16,034","$16,034 Avg","$16,034 Avg","$128,560",Very High Confidence,3.0k,1.1k,6.7k,634,1.4k
"los angeles, ca",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Los Angeles, CA Area",0,"$182,900",$183K,0,0,$183K,0,0,0,"$182,900",Very High Confidence,36k,12k,79k,6.3k,13k
"los angeles, ca",Southern California Edison,10000+ Employees,Subsidiary or Business Segment,$10+ billion (USD),"Rosemead, CA",1879.0,Utilities,"Southern California Edison Data Scientist Salaries in Los Angeles, CA Area",0,"$121,854",$81K,$86K,$141K,$147K,"$17,250","$17,250 Avg","$17,250 Avg","$128,708",Very High Confidence,1.4k,134,2.2k,358,548
"los angeles, ca",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in Los Angeles, CA Area",0,"$109,199",$77K,$91K,$144K,$217K,0,0,0,"$109,199",Very High Confidence,25k,4.0k,64k,14k,6.4k
"los angeles, ca",Horkus Solutions,1 to 50 Employees,Company - Public,$5 to $10 million (USD),"Spring, TX",2016.0,0,"Horkus Solutions Data Scientist Salaries in Los Angeles, CA Area",0,"$82,501",$79K,$79K,$107K,$141K,0,0,0,"$82,501",Very High Confidence,3,0,133,0,0
"los angeles, ca",Amazon,10000+ Employees,Company - Public (AMZN),$10+ billion (USD),"Seattle, WA",1994.0,Internet,"Amazon Data Scientist Salaries in Los Angeles, CA Area",0,"$145,897",$83K,$110K,$158K,$166K,"$32,062","$18,898 Avg","$18,898 Avg","$151,632",Very High Confidence,91k,144k,171k,34k,20k
"los angeles, ca",Edmunds.com,201 to 500 Employees,Company - Private,$100 to $500 million (USD),"Santa Monica, CA",1966.0,Internet,"Edmunds.com Data Scientist Salaries in Los Angeles, CA Area",0,"$158,034",$117K,$140K,$180K,$183K,"$6,611","$6,611 Avg","$6,611 Avg","$158,034",High Confidence,332,28,466,72,118
"los angeles, ca",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Los Angeles, CA Area",0,"$114,730",$83K,$104K,$142K,$144K,"$47,698","$47,698 Avg","$47,698 Avg","$128,274",High Confidence,76k,19k,127k,11k,22k
"los angeles, ca",Snap,1001 to 5000 Employees,Company - Public (SNAP),Unknown / Non-Applicable,"Santa Monica, CA",2011.0,Computer Hardware & Software,"Snap Data Scientist Salaries in Los Angeles, CA Area",0,"$150,159",$132K,$137K,$170K,$177K,$17,$741 Avg,$741 Avg,"$150,159",High Confidence,475,522,1.5k,456,160
"los angeles, ca",Riot Games,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Los Angeles, CA",2006.0,Video Games,"Riot Games Data Scientist Salaries in Los Angeles, CA Area",0,"$149,116",$96K,$108K,$181K,$246K,"$26,593","$26,593 Avg","$26,593 Avg","$151,956",High Confidence,777,370,1.5k,684,271
"los angeles, ca",TrueCar,501 to 1000 Employees,Company - Public (TRUE),$100 to $500 million (USD),"Santa Monica, CA",2005.0,Internet,"TrueCar Data Scientist Salaries in Los Angeles, CA Area",0,"$114,484",$16K,$79K,$128K,$150K,"$5,450","$5,450 Avg","$5,450 Avg","$117,209",High Confidence,321,27,437,101,141
"los angeles, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Scientist Salaries in Los Angeles, CA Area",0,"$193,022",$128K,$144K,$206K,$207K,0,0,0,"$193,022",Very High Confidence,8.3k,7.4k,31k,8.0k,2.8k
"los angeles, ca",Uber,10000+ Employees,Company - Public (UBER),$10+ billion (USD),"San Francisco, CA",2009.0,Internet,"Uber Data Scientist Salaries in Los Angeles, CA Area",0,"$131,665",$94K,$113K,$136K,$139K,0,0,0,"$131,665",High Confidence,16k,173k,27k,4.0k,3.9k
"los angeles, ca",Auto Club of Southern California,5001 to 10000 Employees,Company - Private,$5 to $10 billion (USD),"Los Angeles, CA",1900.0,Insurance Carriers,"Auto Club of Southern California Data Scientist Salaries in Los Angeles, CA Area",0,"$75,005",$72K,$73K,$81K,$81K,"$5,936","$5,936 Avg","$5,936 Avg","$80,138",High Confidence,851,412,1.1k,132,264
"los angeles, ca",AT&T,10000+ Employees,Company - Public (T),$10+ billion (USD),"Dallas, TX",1983.0,Telecommunications Services,"AT&T Data Scientist Salaries in Los Angeles, CA Area",0,"$124,078",$102K,$107K,$129K,$131K,"$19,343","$12,336 Avg","$12,336 Avg","$128,249",High Confidence,30k,5.9k,48k,4.3k,12k
"los angeles, ca",Northrop Grumman,10000+ Employees,Company - Public (NOC),$10+ billion (USD),"Falls Church, VA",1939.0,Aerospace & Defense,"Northrop Grumman Data Scientist Salaries in Los Angeles, CA Area",0,"$108,951",$100K,$101K,$152K,$165K,0,0,0,"$108,951",Low Confidence,7.8k,3.6k,19k,1.7k,2.2k
"los angeles, ca",FabFitFun,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Los Angeles, CA",2010.0,"Health, Beauty, & Fitness","FabFitFun Data Scientist Salaries in Los Angeles, CA Area",0,"$150,061",$102K,$113K,$164K,$166K,0,0,0,"$150,061",Low Confidence,122,27,181,69,46
"los angeles, ca",Tala,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Santa Monica, CA",2011.0,Lending,"Tala Data Scientist Salaries in Los Angeles, CA Area",0,"$82,786",$69K,$69K,$116K,$122K,0,0,0,"$82,786",Low Confidence,81,33,83,47,16
"los angeles, ca",Agency Enterprise Studio,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Marina del Rey, CA",2016.0,Internet,"Agency Enterprise Studio Data Scientist Salaries in Los Angeles, CA Area",0,"$141,811",$67K,$85K,$150K,$151K,"$10,268","$10,268 Avg","$10,268 Avg","$146,945",High Confidence,12,0,11,1,6
"los angeles, ca",Apple,10000+ Employees,Company - Public (AAPL),$10+ billion (USD),"Cupertino, CA",1976.0,Computer Hardware & Software,"Apple Data Scientist Salaries in Los Angeles, CA Area",0,"$123,220 - $187,171",0,0,0,0,0,0,0,0,High Confidence,25k,7.6k,77k,9.1k,8.4k
"los angeles, ca",Cognizant Technology Solutions,10000+ Employees,Company - Public (CTSH),$10+ billion (USD),"Teaneck, NJ",1994.0,Consulting,"Cognizant Technology Solutions Data Scientist Salaries in Los Angeles, CA Area",0,"$82,822 - $132,963",0,0,0,0,$1,0,0,0,Low Confidence,62k,3.4k,117k,9.7k,13k
"los angeles, ca",Accenture,10000+ Employees,Company - Public (ACN),$10+ billion (USD),"Dublin, Ireland",1989.0,Consulting,"Accenture Data Scientist Salaries in Los Angeles, CA Area",0,"$115,519 - $212,741",0,0,0,0,"$2,692",0,0,0,High Confidence,95k,25k,135k,19k,24k
"los angeles, ca",Cox Automotive,10000+ Employees,Company - Private,Unknown / Non-Applicable,"Atlanta, GA",2014.0,IT Services,"Cox Automotive Data Scientist Salaries in Los Angeles, CA Area",0,"$90,911 - $122,998",0,0,0,0,0,0,0,0,Low Confidence,1.1k,790,2.4k,180,605
"los angeles, ca",Capital Group,5001 to 10000 Employees,Company - Private,$1 to $2 billion (USD),"Los Angeles, CA",1931.0,Investment Banking & Asset Management,"Capital Group Data Scientist Salaries in Los Angeles, CA Area",0,"$126,161 - $170,491",0,0,0,0,"$62,809",0,0,0,High Confidence,1.6k,189,2.3k,478,669
"los angeles, ca",Blizzard Entertainment,1001 to 5000 Employees,Subsidiary or Business Segment,$1 to $2 billion (USD),"Irvine, CA",1991.0,Video Games,"Blizzard Entertainment Data Scientist Salaries in Los Angeles, CA Area",0,"$86,963 - $126,328",0,0,0,0,"$5,134",0,0,0,Low Confidence,1.1k,540,2.4k,417,386
"los angeles, ca",Live Nation Entertainment,10000+ Employees,Company - Public (LYV),$5 to $10 billion (USD),"Beverly Hills, CA",2005.0,Music Production & Distribution,"Live Nation Entertainment Data Scientist Salaries in Los Angeles, CA Area",0,"$86,468 - $133,851",0,0,0,0,"$5,810",0,0,0,Low Confidence,1.4k,1.4k,2.2k,253,363
"los angeles, ca",Warner Bros.,5001 to 10000 Employees,Company - Public (TWX),$10+ billion (USD),"Burbank, CA",1923.0,Motion Picture Production & Distribution,"Warner Bros. Data Scientist Salaries in Los Angeles, CA Area",0,"$99,590 - $124,233",0,0,0,0,"$12,423",0,0,0,Low Confidence,1.6k,11,2.5k,358,438
"los angeles, ca",Mattel,10000+ Employees,Company - Public (MAT),$5 to $10 billion (USD),"El Segundo, CA",1945.0,Consumer Products Manufacturing,"Mattel Data Scientist Salaries in Los Angeles, CA Area",0,"$98,351 - $101,042",0,0,0,0,"$5,176",0,0,0,High Confidence,1.2k,728,1.9k,223,503
"los angeles, ca",Apria Healthcare,5001 to 10000 Employees,Company - Public (APR),$2 to $5 billion (USD),"Lake Forest, CA",1924.0,Health Care Services & Hospitals,"Apria Healthcare Data Scientist Salaries in Los Angeles, CA Area",0,"$85,265 - $129,409",0,0,0,0,0,0,0,0,Low Confidence,1.1k,850,1.2k,159,313
"los angeles, ca",Pacific Life,1001 to 5000 Employees,Company - Private,$5 to $10 billion (USD),"Newport Beach, CA",1868.0,Insurance Carriers,"Pacific Life Data Scientist Salaries in Los Angeles, CA Area",0,"$80,033 - $146,764",0,0,0,0,"$23,413",0,0,0,Low Confidence,467,78,953,115,146
"los angeles, ca",BlackLine,1001 to 5000 Employees,Company - Public (BL),$100 to $500 million (USD),"Woodland Hills, CA",2001.0,Computer Hardware & Software,"BlackLine Data Scientist Salaries in Los Angeles, CA Area",0,"$107,307 - $136,341",0,0,0,0,0,0,0,0,Low Confidence,265,116,401,80,80
"los angeles, ca",Appriss,501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"Louisville, KY",1994.0,Enterprise Software & Network Solutions,"Appriss Data Scientist Salaries in Los Angeles, CA Area",0,"$126,581 - $130,000",0,0,0,0,"$6,503",0,0,0,High Confidence,267,9,281,19,80
"los angeles, ca",Happy Money,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Costa Mesa, CA",2009.0,Banks & Credit Unions,"Happy Money Data Scientist Salaries in Los Angeles, CA Area",0,"$112,568 - $139,499",0,0,0,0,0,0,0,0,Low Confidence,143,0,160,56,42
"los angeles, ca",QuickBridge Funding,51 to 200 Employees,Company - Private,$100 to $500 million (USD),"Irvine, CA",2011.0,Lending,"QuickBridge Funding Data Scientist Salaries in Los Angeles, CA Area",0,"$84,077 - $138,282",0,0,0,0,"$4,841",0,0,0,Low Confidence,45,3,37,8,5
"los angeles, ca",ListReports,1 to 50 Employees,Company - Private,$10 to $25 million (USD),"Orange, CA",2014.0,Real Estate,"ListReports Data Scientist Hourly Pay in Los Angeles, CA Area",0,$27 - $35,0,0,0,0,0,0,0,0,High Confidence,46,1,35,9,5
"los angeles, ca",Genius Sports,1001 to 5000 Employees,Company - Public,Unknown / Non-Applicable,"London, United Kingdom",2001.0,Computer Hardware & Software,"Genius Sports Data Scientist Salaries in Los Angeles, CA Area",0,"$117,008 - $117,763",0,0,0,0,0,0,0,0,Low Confidence,141,61,177,42,41
"Miami, FL","NextEra Energy, Inc.",10000+ Employees,Company - Public (NEE),$10+ billion (USD),"Juno Beach, FL",,Utilities,"NextEra Energy, Inc. Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$93,140",$67K,$73K,$118K,$124K,"$5,334","$5,334 Avg","$5,334 Avg","$93,140",Very High Confidence,799,514,1.7k,219,248
"Miami, FL","NextEra Energy, Inc.",10000+ Employees,Company - Public (NEE),$10+ billion (USD),"Juno Beach, FL",,Utilities,"NextEra Energy, Inc. Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$93,140",$67K,$73K,$118K,$124K,"$5,334","$5,334 Avg","$5,334 Avg","$93,140",Very High Confidence,799,514,1.7k,219,248
"Miami, FL",Chewy,10000+ Employees,Company - Public (CHWY),$2 to $5 billion (USD),"Dania Beach, FL",2011.0,Pet & Pet Supplies Stores,"Chewy Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$120,140",$102K,$115K,$142K,$142K,0,"$46,120 Avg","$46,120 Avg","$120,140",Very High Confidence,1.5k,4.5k,2.3k,533,424
"Miami, FL",JM&A Group,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Deerfield Beach, FL",1978.0,Investment Banking & Asset Management,"JM&A Group Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$136,686",$137K,0,0,$137K,0,0,0,"$136,686",High Confidence,26,5,34,3,5
"Miami, FL",Sears,10000+ Employees,Company - Private,$10+ billion (USD),"Hoffman Estates, IL",1886.0,"Department, Clothing, & Shoe Stores","Sears Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$128,768 - $166,325",0,0,0,0,0,0,0,0,Low Confidence,13k,370,20k,2.9k,3.2k
"Miami, FL",BookXchange,0,0,0,0,0.0,0,"BookXchange Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$96,576 - $115,000",0,0,0,0,0,0,0,0,Low Confidence,12,0,13,1,3
"Miami, FL",Centene,10000+ Employees,Company - Public (CNC),$10+ billion (USD),"Saint Louis, MO",1984.0,Insurance Carriers,"Centene Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$75,270 - $94,922",0,0,0,0,0,0,0,0,Low Confidence,2.6k,1.8k,7.2k,509,852
"Miami, FL",Citrix,5001 to 10000 Employees,Company - Public (CTXS),$2 to $5 billion (USD),"Fort Lauderdale, FL",1989.0,Computer Hardware & Software,"Citrix Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$111,997 - $128,610",0,0,0,0,0,0,0,0,Low Confidence,3.5k,608,6.1k,959,1.3k
"Miami, FL",Royal Caribbean Group,10000+ Employees,Company - Public (RCL),$5 to $10 billion (USD),"Miami, FL",1968.0,Cruise Ships,"Royal Caribbean Group Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$57,962 - $108,881",0,0,0,0,0,0,0,0,Low Confidence,1.9k,0,2.1k,236,511
"Miami, FL","NextEra Energy, Inc.",10000+ Employees,Company - Public (NEE),$10+ billion (USD),"Juno Beach, FL",,Utilities,"NextEra Energy, Inc. Data Scientist Hourly Pay in Miami-Fort Lauderdale, FL Area",CONTRACTOR,$61 - $71,0,0,0,0,0,0,0,0,Low Confidence,799,514,1.7k,219,248
"Miami, FL",Baptist Health South Florida,5001 to 10000 Employees,Nonprofit Organization,$500 million to $1 billion (USD),"South Miami, FL",1960.0,Health Care Services & Hospitals,"Baptist Health South Florida Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$93,907 - $198,187",0,0,0,0,0,0,0,0,Low Confidence,825,2.4k,1.3k,130,228
"Miami, FL",Zimmerman Advertising,501 to 1000 Employees,Subsidiary or Business Segment,Unknown / Non-Applicable,"Fort Lauderdale, FL",1984.0,Advertising & Marketing,"Zimmerman Advertising Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$57,622 - $77,310",0,0,0,0,0,0,0,0,Low Confidence,701,25,768,146,110
"Miami, FL",BankUnited,1001 to 5000 Employees,Company - Public (BKU),$10+ billion (USD),"Miami Lakes, FL",2009.0,Banks & Credit Unions,"BankUnited Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$121,316 - $133,020",0,0,0,0,0,0,0,0,Low Confidence,170,81,457,15,50
"Miami, FL","TracFone Wireless, Inc.",501 to 1000 Employees,Subsidiary or Business Segment,$5 to $10 billion (USD),"Miami, FL",1996.0,Telecommunications Services,"TracFone Wireless, Inc. Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$112,177 - $162,488",0,0,0,0,"$20,705",0,0,0,Low Confidence,280,37,440,30,74
"Miami, FL",JM Family Enterprises,1001 to 5000 Employees,Company - Private,$10+ billion (USD),"Deerfield Beach, FL",1968.0,Vehicle Dealers,"JM Family Enterprises Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$96,728 - $113,830",0,0,0,0,0,0,0,0,Low Confidence,223,11,325,42,139
"Miami, FL",Jay R. Smith Mfg.,201 to 500 Employees,Company - Private,Less than $1 million (USD),"Montgomery, AL",1978.0,Industrial Manufacturing,"Jay R. Smith Mfg. Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$64,875 - $90,095",0,0,0,0,0,0,0,0,Low Confidence,5,0,9,0,2
"Miami, FL",PeopleTicker,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Delray Beach, FL",,0,"PeopleTicker Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$56,886 - $64,220",0,0,0,0,0,0,0,0,Low Confidence,1,0,3,0,0
"Miami, FL",Microsoft,10000+ Employees,Company - Public (MSFT),$10+ billion (USD),"Redmond, WA",1975.0,Computer Hardware & Software,"Microsoft Data Scientist Salaries in Miami-Fort Lauderdale, FL Area",0,"$131,633 - $141,807",0,0,0,0,"$52,751",0,0,0,Low Confidence,34k,9.8k,90k,11k,12k
